start,end
酒精中毒性肌病,小腿腓部肌肉疼...
膀胱肿瘤,排尿疼痛
大疱性表皮松解,脾肾阳虚
小儿早老症,萌牙延迟
食管息肉,进食呕吐
颅骨缺损,忧郁
原发性纵隔肿瘤,淋巴结肿大
流行性出血性结膜炎,流泪
新生儿低体温,抽搐
人乳头瘤病毒感染,湿疣
Reiter综合征,尿道分泌粘液或...
纵隔畸胎瘤,胸腔积液
医源性多毛症,妊娠时出现的多毛
传染性湿疹样皮炎,结痂
屏幕脸,表情淡漠
肛肠息肉,直肠脱垂
绝经期尿路感染,排尿不畅
薄肾小球基底膜病,尿蛋白
肾创伤,腹部不适
甲状腺疾病,甲状腺结节
小儿糖原贮积病Ⅶ型,恶心
小肠血管畸形,慢性贫血
松节油皮炎,恶心
喉炎,声音嘶哑
红癣,肛门瘙痒
卵巢病,月经周期改变
十二指肠结核,淋巴结肿大
心房内折返性心动过速,衣玉品
绝经期关节炎,经期缩短
咽喉炎,喉咙溃疡
耳痈,耳后长包
新生儿呼吸窘迫综合征,呼吸音减弱
子宫内膜癌,恶病质
溃疡病穿孔,持续性疼痛
退变性骶髂关节炎,骶髂关节疼痛
甲状腺相关眼病,眼球移位
猫眼疮,风团
驱蛔灵中毒,腹痛
原发性肝脂肪肉瘤,肝掌
狐惑,口臭
脑膜瘤,继发性视神经萎缩
儿童睡眠障碍,梦游症
阴虚火旺,口辣
羰基镍中毒,昏迷
淋巴结核,淋巴结退化
小儿厌食症,拒食
门静脉海绵样变,上消化道出血
髋关节脱位,大转子叩痛
支气管肺炎,呼吸困难
心房扑动与心房颤动,胸痛伴胸闷、心悸
外伤相关性青光眼,震颤
皮肤阿米巴病,肉芽肿
先天性鼻部皮样囊肿及瘘管,鼻塞排出脓性或...
老年人高钙血症,昏迷
肝性脊髓病,肝脾肿大
咽部乳头状瘤,吞咽痛
蛛网膜囊肿,驻站医
胸降主动脉动脉瘤,钝痛
眼球穿孔伤,眼球穿孔
急性出血坏死型胰腺炎,腹痛伴休克
小儿阵发性室上性心动过速,呼吸困难
衣原体感染症,肉芽肿
小儿消化道出血,腹痛
冠状动脉异位起源,气急
肺栓塞和肺梗死,静脉血栓
锁喉毒,咽喉疼痛
妄想症,自恋
毛石肠梗阻综合征,恶心
孤立性直肠溃疡综合征,便血
皮肤丝虫病,发炎
下颌下隙感染,呼吸困难
急性心肌梗死,心动过速
小儿柞蚕蛹性脑病综合征,面色潮红
急性血源性骨髓炎,兰瑞
胃平滑肌瘤,休克
信息成瘾,呕吐
输卵管卵巢脓肿,发烧
盆腔淤血综合征,瘀血积聚
食管内异物,衣玉品
利斯特菌脑膜炎,面神经瘫痪
腹股沟肉芽肿,浆液脓性分泌物
脉络膜转移癌,眼痛
短P-R综合征,气短
中枢神经系统淋巴瘤,共济失调
淋巴细胞性垂体炎,嗜睡
黧黑斑,黑斑
肝火犯肺,右边脸颊长痘
胰高血糖素瘤,糖类皮质激素分泌过多
肺癌皮肤转移,结节
Q热,盗汗
溴氯菊酯中毒,昏迷
赤膜下垂,流泪
小儿巴特综合征,代谢性碱中毒
干眼,畏光
妊娠热病,阴道排出碎块组织
小儿扁脸关节脱位足异常综合征,鼻梁平塌
蝎子螫伤,抽搐
颅内低压性头痛,儿童头痛
心脏黏液瘤,传导阻滞
共同性外斜视,外斜V征
口腔干燥综合征,口腔黏膜溃疡
小儿共济失调毛细血管扩张Ⅰ型综合征,月经周期改变
小儿先天性肝囊肿,腹水
软骨外胚层发育不全,牙齿萌出异常
紫外线伤,畏光
原发性侧索硬化,下肢或周身软瘫
上气道梗阻,气喘
外阴神经性皮炎,血痂
急性肾炎,腹水
心绞痛,烦躁不安
遗传病,出血倾向
老年人骨髓增生异常综合征,淋巴结肿大
小儿干燥综合征,脚底干裂
眼外肌外伤,颅内压增高
足癣,脚痒
眼外肌病及弱视,剥夺性弱视
皮肤丝虫病,发烧
舌甲状腺,咽部有异物感
性功能障碍,息子龙
男性更年期综合症,颧红盗汗
血卟啉病,低血压
小儿同型胱氨酸尿症,尿中有特殊鼠臭味
软组织肉瘤,骨膜反应
心脏转移性恶性黑色素瘤,心包填塞
毛细血管瘤,大腿毛细血管明显
鼓膜外伤,恶心
创伤性耳聋,衣玉品
拟除虫菊类农药中毒,肌肉纤维震颤
心厥,头晕
肱骨外科颈骨折,肘关节不能屈曲
禽流感,一过性的流感样症状
小儿洋地黄中毒,心律失常
小儿肾性氨基酸尿症,营养障碍
戊型病毒性肝炎,乏力
急性颌骨骨髓炎,牙龈肿胀
肱骨外科颈骨折,肘关节畸形
不稳定型心绞痛,创伤
食管裂孔疝,恶心
先天性肺动静脉瘘,血管杂音
小儿α-地中海贫血,溶血性黄疸
铜绿色假单胞菌肺炎,胸腔积液
急性蜂窝织炎,乏力
肝腺瘤,急腹症
新生儿皮下坏疽,肾功能衰竭
食管损伤,吞咽时胸痛
继发性肺结核,胸痛
阑尾腺癌,阑尾脓肿
新生儿出血性大肠杆菌肠炎,无力
嗜酸性粒细胞性膀胱炎,血尿
花翳自陷,视力障碍
小儿急性小脑性共济失调,构音障碍
急性呼吸衰竭,气体弥散障碍
眼类肉瘤病,淋巴结肿大
烧伤,烧伤后尿量减少
泌尿生殖系放线菌病,低热
憩室病,腹泻
肠系膜上动脉综合征,肠淤滞
巨球蛋白血症,视力障碍
颅内静脉窦血栓形成,呕吐
鼻血管瘤,鼻出血
宫颈微小型浸润癌,腰背酸痛
小儿先天性白细胞颗粒异常综合征,粒细胞减少
眼眶击出性骨折,复视
完全流产,腹膜炎
空气栓塞,烦躁不安
复发性多软骨炎性巩膜炎,抽搐
慢性泪囊炎,展峰
老年人睡眠呼吸暂停综合征,入睡障碍性失眠
原发性纵隔肿瘤,心包积液
维生素D缺乏性佝偻病,夜惊
血管活性肠肽瘤,肾结石
先天性白血病,流鼻血
腹痛,产后腹痛
缺血缺氧性脑病,呼吸不规则
早期复极综合征,头晕
癫痫性精神障碍,猝倒
微小病毒感染,溶血性贫血
维斯科特-奥尔德里奇综合征,疱疹
肉毒中毒,复视
中耳癌,耳痛
牙周萎缩,牙龈萎缩
膀胱颈挛缩,骶骨发育不良
婴幼儿化脓性淋巴结炎,兰瑞
胃结核,嗳气
角膜病,角膜异物
老年人恶性心包积液,上肢及面部血管...
肝肾综合征,肾小管坏死
心脾两虚,健忘
甲状腺功能亢进性骨矿疾病,钙化
老年人运动神经元病,四肢无力
老年期抑郁障碍,痴呆
小儿肾病综合征,阴囊水肿
小儿胃肠炎,医生
遗传性良性上皮内角化不良,唇皱褶增多畸形
淋巴结核,淋巴结结核
老年人心肌梗死,头昏
食管念珠菌感染,吞咽困难
肺脓肿,黏稠或脓性痰伴...
昏厥,舌咬伤
继发性纵隔感染,咳痰
水、电解质紊乱伴发的精神障碍,健忘
小儿病毒感染性口炎,拒食
肝豆状核变性伴发的精神障碍,智能障碍
痔疮,便秘
伏格特-小柳-原田综合征,晚霞样或夕照样眼底
颅内动脉瘤,局部头痛
透明细胞棘皮瘤,鳞屑
玻璃体寄生虫病,蠕动感
酸中毒,休克
急性单纯外伤性腰腿痛,运动功能障碍
慢性肾盂肾炎,腰膝酸软
