start,end
脑外伤,脑疝
麻风,畸形性骨炎
结节性红斑,Behcet病
膀胱结石,膀胱炎
上呼吸道感染,风湿热
绒毛膜癌,绒毛膜癌
硬斑,妊娠合并硬皮病
金属引起的口腔黏膜疾病,骨髓炎
淋菌性尿道炎,附睾炎
氨基酸尿症,泌尿系结石
肠气囊肿,肠套叠
高原病,肺水肿
糖尿病乳酸性酸中毒,非酮症高血糖-高渗性昏迷
小儿胃肠道异物及异物性肠梗阻,腹绞痛综合征
小脑脑桥角脑膜瘤,脑水肿
气痢,腹泻
家族性黏液血管纤维瘤,骨折
制药业引起的皮肤病,单纯疱疹病毒感染症
胸内甲状腺肿,喉返神经损伤
黏多糖贮积症Ⅱ型,肺动脉高压
甲状腺结节,肝病
老年人前列腺增生症,尿失禁
风寒头痛,咳嗽
外耳道外生骨疣,骨软骨瘤
红皮病,淋巴瘤
获得性免疫缺陷综合征的神经系统表现,单纯疱疹
脑膜炎球菌性脑膜炎,中耳炎
脾脓肿,急性弥漫性腹膜炎
皮炎,淋巴炎
小儿霍奇金病,血小板减少症
食管乳头状瘤,食管癌
铍及其化合物引起的皮肤病,应激性溃疡
先天性胸腺发育不全,自身免疫性溶血性贫血
癫痫持续状态,脑疝
肱骨外上髁炎,骨膜炎
高钙血症肾病,尿毒症
急性放射性甲状腺炎,甲亢
血管性帕金森综合征,高脂血症
水合氯醛中毒,血尿
水渍疮,慢性淋巴结炎
慢性乳腺炎,脓肿
悬雍垂过长症,咳嗽
反应性关节炎,虹膜睫状体炎
运动神经元疾病,肌萎缩侧索硬化症
胃癌,幽门梗阻
消化道溃疡,胃出血
眼颧部褐蓝痣,耳聋
老年人心内膜炎,动脉栓塞
阴茎硬结症,阴茎异常勃起
枕颈关节损伤,瘫痪
小儿遗传性共济失调,智力低下
急性嗜酸性粒细胞性肺炎,咳嗽
单纯性乳腺增生症,乳房肿块
直肠内异物,中毒性休克综合征
胰胆管合流异常综合征,颅内出血
前葡萄膜炎,交感性眼炎
老年人颅内压增高,高血压
泪腺分泌功能减退,角膜炎
手术后膈疝,多重肺部感染
老年人脑心综合征,老年人脑出血
老年人自发性气胸,肺炎
围绝经期综合征,子宫脱垂
鸟枪弹样视网膜脉络膜病变,视神经萎缩
胃肠道外瘘,呼吸衰竭
眼球穿孔伤,眼眶蜂窝织炎
小儿特发性室性心动过速,心源性休克
踝关节骨折,踝关节软骨损伤
肝包虫囊肿,过敏性休克
门静脉高压性胃病,上消化道出血
颌下间隙感染,涎腺混合瘤
老年人阵发性室上性心动过速,猝死
小儿遗传性口形细胞增多症,贫血
钙化性肌腱炎,髌股关节疼痛
肠道气囊肿症,肠扭转
神经源性膀胱,膀胱输尿管反流
外阴蛲虫病,阑尾炎
周围神经病损,先天性膀胱颈挛缩
心-耳综合征,室性期前收缩
生理性卵巢囊肿,卵巢癌
胰腺脓肿,糖尿病
急性肾功能不全,便血
骨癌,肾功能衰竭
白细胞减少症,中性粒细胞减少症
淋巴瘤样丘疹病,皮下T细胞淋巴瘤
猫眼疮,水肿
关节脱位,肱骨外髁颈骨折
急性乳突炎,迷路炎
肌张力不全型脑瘫,偏瘫
特异性肾实质疾病,尿路梗阻
鼻窦炎,化脓性鼻窦炎
糖尿病酮症酸中毒,急性胰腺炎
荨麻疹型药疹,荨麻疹
老年人预激综合征,猝死
Maffucci综合征,软骨肉瘤
小儿烟酸缺乏病,闭经
脑源性晕厥,尿失禁
精神发育迟缓,智力低下
网膜原发性节段性梗死,急性阑尾炎
先兆流产,休克
大肠息肉,贫血
肾功能不全,心力衰竭
房事头疼症,腹痛
急性腮腺炎性睾丸炎,男性不育症
小儿脑瘫,癫痫
腹膜后血肿,休克
睡眠障碍,失眠
Asperger综合征,言语和语言发育障碍
基质性角膜炎,脉络膜炎
眼眶横纹肌肉瘤,眼眶脓肿
围绝经期综合征,失眠
高眼压症,失眠
病毒性结膜炎,白内障
淋巴炎,皮肤黏膜淋巴结综合征
帕金森病性痴呆,抑郁症
妊娠瘙痒性荨麻疹性丘疹及斑块病,疱疹样天疱疮
胎膜早破,结肠炎
先天性肌性斜颈,斜颈
结、直肠黑变病,消化不良
外阴白化病,皮炎
粘连性中耳炎,耳后骨膜下脓肿
阴茎折断,性功能障碍
子宫内膜炎,败血症
化脓性乳腺炎,乳腺癌
垂体腺瘤,鼻中隔穿孔
急性浅表性包皮龟头炎,前列腺炎
腺病毒肺炎,心肌炎
后葡萄膜炎,玻璃体混浊
化脓性脑膜炎,脑积水
胃肠食物不耐受症,晕厥
尘螨过敏性哮喘,纵隔气肿
皮肤阿米巴病,月经不调
外阴表皮内瘤变,阴道上皮内瘤样变
疣,瘙痒症
卵巢性不孕,乳腺癌
新生儿硬肿症,小儿肺出血-肾炎综合征
听神经鞘瘤,脑积水
小儿先天性主动脉瓣狭窄,动脉导管未闭
脂肪肝,高脂血症
热带性口炎性腹泻,贫血
结肠阿米巴,直肠癌
维生素E缺乏病,近视
肝血管肉瘤,充血性心力衰竭
药物相关性免疫性溶血性贫血,肾功能不全
科罗拉多蜱热,脑膜炎
神经源性膀胱,肾功能衰竭
急性宫颈炎,尿路感染
丹毒,败血症
牙瘤,牙龈炎
外阴黏膜白斑,外阴浸润性鳞癌
颗粒细胞瘤,食道溃疡
系统性红斑狼疮,痴呆
心肌梗死,肺炎
肠系膜动脉瘤,腹主动脉动脉瘤破裂
眼球震颤阻滞综合征,弱视
酒渣鼻,肝炎
老年人心内膜炎,动脉瘤
原发性肝内硬化综合征,腹水
第Ⅰ型脊髓血管畸形,瘫痪
原发性胆汁性肝硬化,骨质疏松
喉阻塞,呼吸道感染
急性肾炎综合征,高血压
痴呆,尿路感染
新生儿寒冷损伤综合征,弥漫性血管内凝血
共济失调,痉挛性脑瘫
肾静脉血栓,高血压危象
小儿呕吐,吸入性肺炎
系统性血管炎,动脉瘤
小儿军团病,肺脓肿
小儿维生素A缺乏病,脑积水
囊性肾病,尿路感染
青年上肢远端肌萎缩,青年上肢远端肌萎缩
十二指肠外瘘,腹腔脓肿
原发性高血压,短暂性脑缺血发作
小肠下垂,肠梗阻
男性生殖器畸形,慢性附睾炎
X综合征,不稳定型心绞痛
小儿后颅窝型脑积水综合征,脊髓空洞症
中暑,休克
老年人肺栓塞,猝死
聚合性痤疮,脓疱疮
肝脏外伤,胆道出血
胆碱能性荨麻疹,喉水肿
后尿道瓣膜,肾发育不全
阴囊丝虫病,急性淋巴结炎
阴茎阴囊象皮肿,睾丸鞘膜积液
色素紫癜性皮炎,瘙痒症
小儿血管角质瘤综合征,失语症
急性扁桃体炎,扁桃体周围脓肿
黏多糖贮积症Ⅵ型,腹股沟疝
复张性肺水肿,急性心力衰竭
间歇性精神病,焦虑症
妊娠合并偏头痛,子痫
布卡综合症,腹水
产后泌尿道感染,低血压
晶体异位和脱位,视网膜病变
藏毛囊肿,鳞状细胞癌
尿毒症,心律失常
下肢神经损伤,应激性溃疡
吐失,嗜铬细胞瘤
呼吸系统疾病伴发的精神障碍,上消化道出血
小儿先天性睾丸发育不全,男性不育症
老年人急性胰腺炎,心律失常
秃头,生长期脱发
类肺炎性胸腔积液,贫血
小儿热性惊厥,斜视
脊髓空洞症,小脑扁桃体下疝
急性腰扭伤,韧带损伤
脱屑性间质肺炎,气胸
胃肠型食物中毒,脱水
脂肪肝,高血压
鼻咽癌,偏头痛
外伤性脾破裂,肾损伤
肝炎病毒相关风湿病,慢性肾炎
先天性风疹综合征,先天性心脏病
减压病,十二指肠先天性缺如、闭锁和狭窄
胸壁深部软组织感染,败血症
良性葡萄胎,肺水肿
蚕豆病,黄疸
副肿瘤性边缘系统脑炎,遗忘综合征
老年人甲状腺功能亢进症,贫血
焦磷酸钙沉积病,骨质疏松
妊娠高血压综合征,脑出血
椎-基底动脉盗血综合征,失语症
缺血性脑卒中,肺栓塞
胸部丝虫病,感染性休克
狐臭,抑郁症
炎症性腹主动脉瘤,关节炎
慢性反流性肾病,蛋白尿
肾痈,往来寒热
二尖瓣关闭不全,心力衰竭
伤寒性心肌炎,伤寒性心肌炎
淀粉样变性周围神经病,巨舌
肺放线菌病,膈下脓肿
肺炎杆菌肺炎,脑疝
吸入性肺炎,癫痫
小儿热带嗜酸性粒细胞增多症,肝大
小儿急性中毒,心律失常
尾蚴性皮炎,丘疹性荨麻疹
淋巴结核,肺结核
婴儿型黑矇性痴呆,小儿惊厥
咳嗽性哮喘,急性肺水肿
盲肠肉芽肿,巴瑞特综合征
卡氏肺囊虫肺炎,急性呼吸窘迫综合征
神经瘤,癫痫
平滑骨肉瘤,多系统器官功能衰竭
急性胰腺炎,意识障碍
桡骨头骨折,肌肉萎缩
臂丛神经痛,颈椎病
甲状腺腺瘤,上腔静脉综合征
先天性肝囊肿,胆管炎
扩张型心肌病,胸腔积液
蝎子螫伤,肺水肿
缺血性多形性室性心动过速,心力衰竭
急性胰腺炎,休克
多发性大动脉炎,心肌缺血
胃柿石,胃出血
肾积水,高血压
咽食管憩室,哮喘
耳内脑膜脑疝,脑脊液漏
生殖道肿瘤皮肤转移,子宫内膜癌
无菌性肋软骨炎,脓肿
糖尿病酮症酸中毒,肺水肿
外耳道真菌病,中耳炎
子宫内膜异位症,痛经
眩晕症,冠状动脉供血不足
小儿皱梅腹综合征,肾积水
老年人糖尿病周围神经病,心脏骤停与心肺脑复苏
先天性主动脉瓣窦动脉瘤破裂,动脉导管未闭
性心理障碍,抑郁症
急性浅表性包皮龟头炎,性功能障碍
下肢淋巴水肿,恶心和呕吐
慢性肾功能不全,骨折
粉碎性骨折,褥疮
小儿球形细胞脑白质营养不良,共济失调
老年病,老年人心力衰竭
凉燥,头痛
副肿瘤性斜视性眼肌阵挛-肌阵挛,神经母细胞瘤
支气管肺炎,肺脓肿
舟骨骨折,血管损伤
肛周湿疹,细菌感染
失血性休克,意识障碍
滴虫性外阴炎,尿道炎
恶性脑膜瘤,颅内出血
奔豚气,肾虚
小肠瘘,消化道出血
创伤性窒息,肋骨骨折
抗-HCVAg阳性,脂肪肝
老年性黄斑变性,脉络膜新生血管
肾动脉栓塞,急性肾功能衰竭
间断脉冲噪音损伤,耳鸣
输卵管畸形,宫外孕
筋痿,阳痿
妊娠合并血栓性疾病,多器官功能障碍综合征
溃疡坏死性口炎,口腔溃疡
老年人病毒性肝炎,肝性脑病
血吸虫病与肝胆疾病,伤寒
新生儿Wilson-Mikity综合征,急性肺源性心脏病
分泌过多性青光眼,高眼压症
肩-手综合征,类风湿关节炎
遗传性感觉神经病,智力低下
获得性免疫缺陷综合征的神经系统表现,带状疱疹
酒中毒性痴呆,脑萎缩
气虚眩晕,恶心和呕吐
神经性关节病,骨质疏松
Q热,胸膜炎
断指再植,水肿
静脉曲张,急性蜂窝织炎
浸润性乳腺癌,乳腺癌皮肤转移
颅内静脉血栓形成,视盘水肿
甲型H1N1流感,呼吸衰竭
急性腐蚀性胃炎,萎缩性胃炎
肾阳虚,贫血
肉瘤皮肤转移,肝癌
结肠破裂,结肠瘘
急性颌下腺炎,扁桃体结石
胃肠道间质瘤,结直肠损伤
肝内胆管结石,肝脓肿
肾动脉瘤,高血压
小儿面肩肱型肌营养不良,视网膜病变
慢性鼻炎,鼻息肉
急性结石性胆囊炎,黄疸
腺泡状软组织肉瘤,骨肉瘤
葡萄球菌感染,心内膜炎
压力性尿失禁,膀胱膨出
嗜碱性粒细胞增多症,急性粒细胞缺乏
外阴瘙痒,外阴白色病变
小儿心律失常,脑栓塞
毛囊角化病,肿胀
高血压危象,急性肾功能衰竭
胰石症,消化性溃疡
腰肌劳损,腰椎椎管狭窄症
出血性脑中风,褥疮
大疱性表皮松解,鳞状细胞癌
颅内静脉血栓形成,癫痫
功能失调性子宫出血病,多囊卵巢综合征
小儿髓母细胞瘤,脑积水
老年人吸入性肺炎,呼吸衰竭
心包胸腺瘤,心包积液
男性性早熟,甲状旁腺功能亢进
小儿马方综合征,脑蛛网膜下腔出血
颌骨骨髓炎,贫血
房性心动过速伴房室传导阻滞,高钾血症
闭合性气胸,肋骨骨折
低血糖,休克
夜惊,失眠抑郁
颅底凹陷症,脊髓空洞症
表皮囊肿,表皮样囊肿
克拉伯病,痴呆
棘阿米巴性巩膜炎,前葡萄膜炎
小儿骨髓增生异常综合征,败血症
软组织损伤,骨质疏松
原发性心脏横纹肌肉瘤,心律失常
肌强直性肌病,糖尿病
肾绞痛,贫血
持久性豆状角化过度病,红斑
大肠脂肪瘤,肠套叠
神经莱姆病,关节疼痛
老年人泌尿系结石,肾积水
马拉色菌病,葡萄球菌感染
阴道美丽筒线虫病,头痛
小儿支气管哮喘,支气管扩张
先天性胆管囊状扩张,肝硬化
早搏,昏厥
小儿骨软骨瘤,软骨瘤
肾下垂,肾盂肾炎
投掷运动,肿胀
高钙血症肾病,共济失调
枕骨下硬结性毛囊炎,脓疱疮
非细菌性血栓性心内膜炎,心肌梗死
输精管堵塞,弱精
眼眶脓肿,头痛
不动杆菌肺炎,脑膜炎
肝脾湿热,肝胆湿热
阴道血吸虫病,人乳头瘤病毒感染
外阴脂肪瘤,脂肪瘤
小儿急性中毒,贫血
浓缩胆汁综合征,新生儿溶血病
慢性单纯性鼻炎,脑膜炎
肠道厌氧菌感染,电解质紊乱
小儿传染性单核细胞增多症,血小板减少性紫癜
血压病,心肌梗死
变形杆菌肺炎,菌血症
第Ⅳ型脊髓血管畸形,肝性脊髓病
高免疫球蛋白E综合征,支气管扩张
先天性巨细胞包涵体病,运动障碍疾病
非闭塞性肠系膜血管缺血,血栓形成
眼底出血,黄斑囊样水肿
急性附件炎,慢性盆腔疼痛
颅内低压综合征,意识障碍
胬肉攀睛,便秘
甲状舌囊肿及瘘管,咽部异物
黑热病,淀粉样变性
老年人肺气肿,自发性气胸
妊娠舞蹈病,流产
碱性磷酸钙结晶沉积病,甲亢
新生儿乙型肝炎,肝性脑病
急性共同性斜视,弱视
骨纤维肉瘤,骨折
疱疹性咽炎,小儿高热
泪腺炎,结膜炎
阿-斯综合征,吸入性肺炎
阴虚,阴虚火旺
梅毒性骨软骨炎,骨折
妊娠合并白血病,急腹症
小儿呼吸衰竭,肺栓塞
新生儿消化道重复症,肛门闭锁
冠状动脉终止异常,脑脓肿
遗尿症,抑郁症
烟酸缺乏神经病,维生素B2缺乏病
颈椎后脱位,瘫痪
咽后壁憩室,吞咽困难
外阴克罗恩病,外阴疖病
老年人蛛网膜下腔出血,心肌梗死
巨大胎儿,头皮血肿
脊髓损伤,上消化道出血
强酸类中毒,猝死
盘状红斑狼疮,鳞状细胞癌
围绝经期综合征,尿失禁
Zieve综合征,谵妄
牙斑,牙周炎
胆道蛔虫病与肝蛔虫病,急性胰腺炎
猫眼疮,心肌炎
亨廷顿病,进行性肌营养不良症
距骨后外结节骨折,缺血性坏死
肛管内括约肌痉挛性收缩,代谢性碱中毒
外伤性脂肪坏死,血管炎
食管痹,恶心和呕吐
外阴平滑肌瘤,肉瘤
血脂异常,冠心病
高原性心脏病,高血压
Castleman病,紫癜
神经鞘瘤,胶质细胞瘤
咽畸胎瘤,吞咽困难
原发性小血管炎性肾损害,咯血
磨损,创伤性溃疡
龙线虫病,关节炎
睥翻粘睑,睑外翻
妊娠合并急性胰腺炎,早产
职业病,棉尘肺
长膜壳绦虫病,贫血
心源性肝硬化,腹水
罗阿丝虫病,腹水
慢性胆囊炎,黄疸
咽部脊索瘤,耳聋
小儿睾丸扭转,男性不育症
肾上腺皮质功能异常伴发的精神障碍,精神障碍
急性胃扩张,腹膜炎
耵聍栓塞,耳聋
步态异常,脑动脉硬化症
支原体尿路感染,肾盂肾炎
颅内黑色素瘤,脑积水
髌骨骨折,创伤性休克
牙龈炎,糖尿病
胃良性肿瘤,水肿
溃疡性结肠炎,直肠癌
高血压脑病,高血压脑病
B疱疹病毒感染,头痛
囊痈,便秘
胃溃疡,胃溃疡性穿孔
急性肾功能不全,腹胀
肠子宫内膜异位,腹痛
颅内静脉血栓形成,败血症
鳃裂瘘管,腮腺隙感染
肾动脉狭窄,心力衰竭
锌缺乏病,小儿营养不良
小儿糖原贮积病Ⅵ型,血脂异常
新生儿泌尿系统感染,黄疸
细菌协同性坏疽,蜂窝织炎
脊柱结核,植物神经功能紊乱
慢性溃疡性结肠炎,肿胀
疣状癌,尖锐湿疣
阿洪病,脓疱病
未分化结缔组织病,高血压
心肌梗死,心包炎
外阴溃疡,非特异性外阴炎
表皮囊肿,脑室炎
外层渗出性视网膜病变,水肿
痛风和高尿酸血症,I型糖尿病
蓝鼓膜与胆固醇肉芽肿,高血压
片吸虫病,贫血
成人T细胞白血病,呼吸衰竭
急性盆腔炎,感染性休克
外阴脂肪肉瘤,肺转移瘤
脾大,溶血性贫血
副牛痘,荨麻疹
颠茄碱类植物药物中毒,抽搐与惊厥
心包切开术后综合征,缩窄性心包炎
食物中毒,休克
先天性动脉导管未闭,乳糜胸
风湿病性贫血,贫血
急性尿道炎,早泄
二尖瓣关闭不全,感染性心内膜炎
皮脂腺上皮瘤,脓毒症
黏多糖贮积症Ⅰ型,脐疝
急性胆源性胰腺炎,胰腺假性囊肿
巨细胞动脉炎,失眠
表皮样囊肿,脑膜炎
老年人院内获得性肺炎,心力衰竭
头虱,细菌感染
小儿骨肉瘤,糖尿病
鄂木斯克出血热,肺炎
小儿心肌炎,心动过缓
乳头溢液,乳房疼痛
糖尿病酮症酸中毒,休克
蛋白丢失性胃肠病,水肿
眼外肌外伤,眼球破裂伤
心血管和血栓栓塞综合征,雷诺病
小儿孤独症,结节性硬化症
眼内转移性肿瘤,角膜葡萄肿
坐骨直肠窝脓肿,肛瘘
阴道异物,败血症
斯特奇-韦伯综合征,癫痫
蓝色橡皮泡痣综合症,贫血
脑动脉盗血综合征,共济失调
闭锁综合征,败血症
性功能异常伴发的精神障碍,意识障碍
附睾炎,精囊炎
睡眠相位后移综合症,胆结石
粪瘘,尿瘘
股动脉瘤,血栓形成
卵巢病,急腹症
急性单纯外伤性腰腿痛,脊柱侧凸
环状胰腺,气管食管瘘
猩红热,心肌炎
髂腹股沟神经干痛,股神经痛
小儿慢性粒细胞白血病,急性呼吸窘迫综合征
包皮过长,性功能障碍
重症肌无力,重症肌无力危象
偏头痛,耳鸣
先天性纯红细胞再生障碍性贫血,急性淋巴细胞白血病
肺衰,消化道出血
盆腔炎,女性不孕症
慢性糜烂性胃炎,胃穿孔
宫颈肥大,宫颈癌
产褥期乳腺炎,脓毒症
小儿脑膜炎球菌性肾上腺综合征,弥漫性血管内凝血
泌尿生殖系棘球蚴病,肾绞痛
急性鼻咽炎,喉炎
晶状体脱位所致青光眼,青光眼
盲肠肉芽肿,苯海拉明中毒
过敏性血管炎和肉芽肿病,充血性心力衰竭
幼年型类风湿性关节炎,心包炎
小儿珠蛋白生成障碍性贫血,肝纤维化
先天性胃出口梗阻,贫血
流注,脓肿
弥漫性外耳道炎,坏死性外耳道炎
创伤性气胸,创伤性气胸
恐惧症,抑郁症
甲状腺疾病,甲亢性心脏病
慢性鼻炎,分泌性中耳炎
手足癣,接触性皮炎
颅内高压综合征,肺水肿
老年人脑栓塞,脑梗死
迷走神经损伤,复发性溃疡
滋养细胞肿瘤,脾大
环状外阴炎,尿道炎
副神经损伤与卡压,肌肉萎缩
放射性肺炎,肺气肿
脓窠疮,小儿发烧
躯体形式障碍,抑郁症
急性根尖牙周炎,口臭
小儿溶血尿毒综合征,小儿低氯性氮质血症综合征
小儿肾结核,高血压
小儿外源性变应性肺泡炎,血清病
残窦综合征,复发性溃疡
外伤性脑膜炎,肿胀
先天性心包缺如或缺损,房间隔缺损
儿童精神分裂症,情感障碍
恶心和呕吐,电解质紊乱
维生素B12缺乏所致贫血,口角炎
神经卡压综合征,水肿
高泌乳素血症,头痛
步态异常,小儿脑肿瘤
弥漫性空回肠溃疡,肠梗阻
创伤性耳聋,眩晕
纵隔气肿,气胸
兽咬伤,细菌感染
童年情绪障碍,抑郁症
龟头炎,包茎
慢性支气管炎,肺癌
小儿结核性心包炎,水肿
小阴茎,早泄
类鼻疽,肝脓肿
弯曲菌感染,菌血症
甲状腺微小癌,呼吸道感染
结肠损伤,贫血
胰石病,糖尿病
狂犬病,低血压
外科皮脂腺囊肿,腺癌
肺真菌病,肺脓肿
咽旁间隙感染,喉水肿
肾母细胞瘤,急性肾功能衰竭
脑水肿,头痛
脊椎结核,结核性脑膜炎
生理性卵巢囊肿,月经失调性不孕症
肝火眩晕,高血压
小儿铅中毒,黄疸
小儿神经纤维瘤病,骨折
心脏瓣膜病,感染性心内膜炎
小儿烟酸缺乏病,性欲减退
小儿淀粉样变性病,胸腔积液
原发性慢性闭角型青光眼,视神经萎缩
脊髓灰质炎后遗症,高弓足
多发性骨骺发育不良,脊柱侧凸
咽旁脓肿,败血症
绝经后子宫颈癌,贫血
寇热,心内膜炎
血管球瘤,营养不良
梅杰综合症,肌肉萎缩
小儿传染性单核细胞增多症,急性肾炎
新生儿肺炎,脓胸
厌氧菌感染,休克
细菌性心包炎,心肌梗塞并发左心室室壁瘤
男性生殖器畸形,输精管堵塞
慢性血源性骨髓炎,骨折
特异性前列腺炎,性功能障碍
上腔静脉综合征,脑水肿
胰腺囊腺癌,消化不良
转移性小肠肿瘤,腹膜炎
会阴裂伤,外阴溃疡
小儿先天性外胚层发育不良综合征,智力低下
锌中毒,休克
药物性呼吸衰竭,酸中毒
雷诺氏病,败血症
革兰阳性球菌和革兰阴性杆菌性巩膜炎,角膜炎
室性逸搏及室性逸搏心律,休克
多腺体缺陷综合征,腹泻
明癣,脱发
颈椎骨折伴脱位的损伤,脊髓损伤
疱疹,膀胱炎
小儿淋巴样息肉,贫血
腺病毒性肠炎,肺炎
马方综合征,近视
小儿有机磷农药中毒,瘫痪
Q热,关节痛
胃肠食物不耐受症,过敏性鼻炎
幼年型慢性粒细胞白血病,黄瘤
老年人消化性溃疡,胃溃疡
颌骨癌,口腔疾病
疣状皮肤结核,寻常疣
婴儿及儿童期癫痫及癫痫综合征,新生儿窒息
铝尘肺,肺结核
肝著,肝性脑病
急性后部多灶性鳞状色素上皮病变,视网膜血管炎
淋病合并症精囊炎,尿道狭窄
小儿肾性氨基酸尿症,低钙血症
慢性肾小球肾炎,水肿
上巩膜静脉压升高所致青光眼,新生血管性青光眼
真菌性角膜炎,青光眼
老年急性阑尾炎,腹膜炎
粘多糖沉积病,动脉硬化
膈膨出和麻痹,脊椎结核
继发性腹膜炎,水肿
螺菌病,脑膜炎
急性淋巴细胞性白血病,弥散性血管内凝血
围绝经期综合征,老年性阴道炎
先天性风疹,贫血
肾肿瘤,腹痛
面瘫,面肌抽搐
PUVA雀斑样痣,雀斑
屏幕脸,内分泌失调
眶骨膜下脓肿,眼球突出
颅内脊索瘤,脑膜炎
乳房外湿疹样癌,瘙痒症
查加斯病,充血性心力衰竭
流行性脑脊髓膜炎,中耳炎
结节病,白内障
社会获得性肺炎,肺不张
面部播散性粟粒状狼疮,丹毒
营养缺乏性神经病变,直立性低血压
骶髂关节结核,淋巴结核
鞭虫病,荨麻疹
心包转移瘤,心律失常
网络成瘾,强迫性障碍
鼻腔异物,鼻窦炎
颊间隙感染,肿胀
先天性食管狭窄,吸入性肺炎
高血压眼病,眼底出血
小儿血管免疫母细胞淋巴结病,淋巴瘤
腕舟状骨骨折,骨坏死
继发性红细胞增多症,心绞痛
近视眼,视网膜脱离
甲型副伤寒,心包炎
肺癌,血胸
狂犬病,尿崩症
硬脑膜下脓肿,脑积水
老年人风湿性心脏病,感染性心内膜炎
先天性纯红细胞再生障碍性贫血,急性髓细胞白血病
小儿充血性心力衰竭,早搏
吩噻嗪类抗精神病药物中毒,低血压
尿毒症,肾功能衰竭
小儿周期性高血钾性麻痹,周期性瘫痪
卡氏肺囊虫肺炎,自发性气胸
膀胱不发育与发育不全,肾盂肾炎
小儿肺炎链球菌肺炎,脑疝
心气虚,神经衰弱
莱特雷尔-西韦病,化脓性中耳炎
慢性纤维性甲状腺炎,血栓形成
先天性纯红细胞再生障碍性贫血,血色病
类丹毒,心内膜炎
产后三冲,内分泌失调
新生儿肝脾肿大,脑膜炎
血吸虫病与肝胆疾病,病毒性肝炎
真菌性甲沟炎,脓肿
乙状结肠间疝,休克
性欲亢进,前列腺炎
炎性肠病性关节炎相关巩膜炎,视盘炎
老年人上消化道出血,便血
迟发性外伤性脑内血肿,营养不良
老年男性性功能障碍,性心理障碍
小肠平滑肌肉瘤,贫血
二尖瓣关闭不全,心房颤动
高泌乳素血症,肢端肥大症
深脓疱病,肺炎
甲状腺炎,肿胀
急性后部多灶性鳞状色素上皮病变,视网膜静脉阻塞
结节性红斑,麻风
子宫肉瘤,腹水
鼻出血,再生障碍性贫血
性病相关性胃肠道感染,菌血症
手足心热,月经量少
成人斯蒂尔病,成人呼吸窘迫综合征
妊娠合并尖锐湿疣,细菌性阴道炎
性厌恶,不孕不育
视网膜中央静脉阻塞,黄斑囊样水肿
老年人类风湿性关节炎,气胸
白毛舌,口臭
梅毒性葡萄膜炎,视网膜病变
脑干损伤,褥疮
小儿早老症,肾结石
外伤性脾破裂,肋骨骨折
早孕反应,贫血
先天性尺桡骨融合,臀肌挛缩症
慢性肺源性心脏病,休克
颅咽管瘤,上消化道出血
肺炎衣原体感染,心内膜炎
女性尿瘘,膀胱结石
良性脂肪母细胞瘤,头痛
多形性脂肪瘤,缺血性坏死
热烧伤,肺不张
产后喘促,咳嗽
登革热,肝肾综合征
变形性骨炎,耳聋
慢性牙髓炎,牙髓病
原发性小血管炎性肾损害,脉络膜炎
肱骨外科颈骨折,血胸
韦格纳肉芽肿,鼻中隔穿孔
低钠血症,脑水肿
反应性组织细胞增多症,弥散性血管内凝血
小儿选择性免疫球蛋白A缺乏症,胃溃疡
小儿过敏性紫癜肾炎,高血压
