start,end
虚疟,磷酸氯喹片
浆细胞白血病,醋酸泼尼松片
先天性风疹综合征,防风通圣丸
肝炎双重感染,茵栀黄软胶囊
皮肤肿瘤,氟尿嘧啶注射液
金属引起的口腔黏膜疾病,丁硼乳膏
上皮样肉瘤,依托泊苷软胶囊
类固醇后脂膜炎,硫唑嘌呤片
膀胱损伤,肾石通颗粒
丝状角膜病变,氯霉素滴眼液
外阴瘙痒,匹多莫德分散片
听神经瘤,顺铂注射液
荨麻疹型药疹,马来酸氯苯那敏片
老年人低血压,天王补心丸
c胰岛功能性β细胞瘤,醋酸奥曲肽注射液
高甘油三酯血症,非诺贝特片
半月板损伤,酮洛芬凝胶
阳强,甲磺酸酚妥拉明分散片
慢性淋巴细胞性白血病,苯丁酸氮芥片
硬纤维瘤,消炎镇痛膏
尿失禁,替勃龙片
小儿丙酸血症,盐酸甲氯芬酯胶囊
输精管堵塞,生精片
闭锁综合征,吡拉西坦片
小肠腺癌,氟尿嘧啶植入剂
筋瘤,马栗种子提取物片
新生儿肝炎综合征,阿德福韦酯片
结直肠血管瘤,鱼肝油酸钠注射液
新生儿皮下脂肪坏死,盐酸甲氯芬酯胶囊
胃窦炎,复方猴头颗粒
小儿脑血管畸形,吡拉西坦葡萄糖注射液
急性肠炎,诺氟沙星胶囊
脑发育不良,盐酸乙哌立松片
脊髓灰质炎,地巴唑片
高脂蛋白血症Ⅰ型,蜂胶片
食管梅毒,罗红霉素分散片
色素性青光眼,酒石酸溴莫尼定滴眼液
老年人巨幼细胞性贫血,甲钴胺胶囊
胃肿瘤,复方万年青胶囊
慢性脓胸,盐酸克林霉素棕榈酸酯干混悬剂
妊娠合并肺炎,阿奇霉素片
外阴平滑肌瘤,注射用盐酸平阳霉素
小儿外源性变应性肺泡炎,阿奇霉素片
一氧化碳中毒,盐酸金刚烷胺片
小儿周期性高血钾性麻痹,葡萄糖注射液
泪腺囊样腺癌,强力康颗粒
新生儿缺氧缺血性脑病,脑苷肌肽注射液
朗格汉斯细胞组织细胞增生症,苯丁酸氮芥片
结节性脂肪坏死,保和丸
呼吸道结核病,抗痨颗粒
厌氧菌肺炎,阿莫西林颗粒
老年人心脏传导阻滞,宁心宝胶囊
股骨头坏死,健骨生丸
神昏,氯化钠注射液
过敏性荨麻疹,氯雷他定片
心血管和血栓栓塞综合征,脉络舒通颗粒
宫颈上皮内瘤变,宫颈癌片
埃利希体病,诺氟沙星胶囊
股骨转子间骨折,骨肽片
迷路炎,头孢氨苄胶囊
牙周脓肿,甲硝唑片
无机盐所致的皮肤病,咪康唑氯倍他索乳膏
五氯酚钠中毒,布美他尼片
颈椎间盘突出症,氨糖美辛肠溶片
急性中毒性脑炎,安宫牛黄丸
包茎,马来酸氯苯那敏片
胰腺囊腺癌,注射用盐酸吉西他滨
生殖细胞瘤,依托泊苷注射液
产后痉症,生化丸
类圆线虫病,吡喹酮片
皮肤瘙痒症,氯雷他定糖浆
过敏性急性小管间质性肾炎,蒺藜药酒
自体敏感性湿疹,肝素钠乳膏
老年性昏迷,氯化钠注射液
老年人食管癌,氟尿嘧啶植入剂
包虫病,阿苯达唑片
脊疳,藿香正气胶囊
持续性交接区折返性心动过速,通脉养心丸
消化系癌伴血液病综合征,复方万年青胶囊
小儿雅司病,盐酸左氧氟沙星胶囊
念珠菌阴道炎,克霉唑阴道片
小儿女性性早熟,达那唑胶囊
眼眶骨化纤维瘤,复方阿胶补血膏
甲真菌病,复方酮康唑软膏
食管念珠菌感染,多潘立酮片
妊娠合并甲状旁腺功能亢进,硫唑嘌呤片
牙龈炎,丁硼乳膏
下呼吸道感染,阿奇霉素分散片
前庭功能紊乱,归脾合剂
肝脏疾病所致贫血,阿胶益寿口服液
先天性全丙种球蛋白低下血症,地塞米松磷酸钠注射液
头虱,林旦乳膏
复合型酸碱失衡,葡萄糖注射液
鼻前庭囊肿,鼻炎灵片
急性单纯疱疹病毒性脑炎,阿昔洛韦片
化脓性葡萄膜炎,复方硫酸新霉素滴眼液
老年人类风湿性关节炎,双氯芬酸钠肠溶片
海胆刺伤及海胆肉芽肿,止痒消炎水
胃肠道癌转移卵巢,苯丁酸氮芥片
肝病,二十五味松石丸
痰积,头孢氨苄胶囊
胸腺瘤,注射用顺铂
肝脏局灶性结节性增生,醋酸可的松片
男子乳腺发育,乳核散结胶囊
小儿迪格奥尔格综合征,胸腺肽肠溶片
肱骨髁间骨折,云南白药
肱骨外科颈骨折,骨肽片
阴囊丝虫病,盐酸左旋咪唑片
小儿右室双出口,依托红霉素片
青春期功能失调性子宫出血病,复方大红袍止血胶囊
窝状角质松解症,维A酸乳膏
血吸虫病与肝胆疾病,马洛替酯片
老年人播散性血管内凝血,藻酸双酯钠片
氯喹中毒,十一味金色丸
残胃平滑肌肉瘤,复方万年青胶囊
肠道菌群失调症,诺氟沙星胶囊
小儿腹胀,健儿清解液
慢性肾小球肾炎,结石通茶
口腔颌面部血管瘤,甲氨蝶呤片
社会获得性肺炎,盐酸左氧氟沙星胶囊
肾结核,利福喷丁胶囊
手汗症,阿胶牡蛎口服液
微血管病性溶血性贫血,硫唑嘌呤片
颈部血管瘤,鱼肝油酸钠注射液
心内膜炎,依托红霉素片
小儿低心排出量综合征,酒石酸美托洛尔注射液
食积胃病,健儿清解液
小儿急性化脓性甲状腺炎,甲巯咪唑片
心脏瓣膜病,琥乙红霉素颗粒
小儿空鞍综合征,甘露醇注射液
疱疹性咽峡炎,利巴韦林含片
阴道转移性肿瘤,氟尿嘧啶注射液
人乳头瘤病毒感染,宫颈癌栓
银屑病甲,他卡西醇软膏
高锰酸钾中毒,布美他尼片
风寒感冒,维C银翘片
小儿营养不良性水肿,赖氨葡锌颗粒
绿猴病,藻酸双酯钠片
化脓性汗腺炎,阿莫西林胶囊
死精症,枸橼酸氯米芬片
镰状细胞病,注射用腺苷钴胺
流感嗜血杆菌感染,头孢氨苄胶囊
眼眶脓肿,红霉素肠溶片
晶体脱位,七厘散
小儿肠系膜淋巴结结核,利福平胶囊
肠系膜裂孔疝,十香暖脐膏
糖尿病坏疽,琥乙红霉素颗粒
头痛,盐酸氟桂利嗪胶囊
颅内海绵状血管瘤,强力康颗粒
条纹状苔藓,马来酸氯苯那敏片
眼酸碱化学伤,七厘散
躯体感染伴发的精神障碍,奋乃静片
混合血管瘤,鱼肝油酸钠注射液
真菌性脑膜炎,安宫牛黄丸
睡眠型癫痫,吡拉西坦片
青年心肌梗死,辛伐他汀片
色素性荨麻疹,氯雷他定片
小儿皮肤黏膜淋巴结综合征,阿司匹林片
老年眩晕,归脾合剂
转移性皮肤钙化病,异烟肼片
婴儿黑矇性痴呆,奥拉西坦胶囊
牙龈瘘管,丁硼乳膏
右束支传导阻滞,硫酸阿托品注射液
骨关节炎,硫酸氨基葡萄糖片
钱币状掌跖角化病,维A酸乳膏
小儿醛固酮过多症,氢氯噻嗪片
肝豆状核变性伴发的精神障碍,奋乃静片
小儿咳嗽,小儿止咳糖浆
老年甲状腺功能减退症,左甲状腺素钠片
上腔静脉综合征,脉络舒通颗粒
杀虫脒中毒,布美他尼片
颌面部放线菌病,红霉素肠溶片
反分化软骨肉瘤,甲氨蝶呤片
弓形体病性巩膜炎,复方硫酸新霉素滴眼液
腹膜后感染与脓肿,注射用硫酸奈替米星
克罗恩病,诺氟沙星胶囊
口腔癌,强力康颗粒
闭合性脊髓损伤,脑苷肌肽注射液
脑血管病,尼莫地平片
血精症,盐酸米诺环素胶囊
强迫型人格障碍,氯氮平片
球孢子菌病,氟康唑片
创伤性口炎,丁硼乳膏
骨嗜酸性肉芽肿,注射用硫酸链霉素
髌骨不稳定,舒筋活血片
小儿烧伤,创灼膏
红皮病,地塞米松磷酸钠注射液
葡萄球菌中毒性休克综合征,硫酸阿托品注射液
川崎病,阿司匹林片
丹吉尔病,胸腺肽肠溶片
农药中毒,布美他尼片
疣,维A酸乳膏
黄体萎缩不全,注射用绒促性素
鱼胆中毒,十一味金色丸
新生儿失血性贫血,小儿生血糖浆
丝状角膜病变,眼氨肽注射液
心肌梗塞并发心室间隔穿破,单硝酸异山梨酯胶囊
大便失禁,补中益气丸
系统性血管炎所致神经损害,益脉康软胶囊
老年人脂肪肝,强肝片
唇病,核黄素磷酸钠注射液
头癣,水杨酸软膏
眼烧伤,盐酸左氧氟沙星片
急性梗阻性化脓性胆管炎,盐酸左氧氟沙星胶囊
乳腺错构瘤,平消片
肠炎,盐酸小檗碱片
前列腺结石,石淋通颗粒
急性脑血管病,芦丁片
慢性肾炎,呋塞米片
乳房纤维瘤,小金丸
婴幼儿阴道炎,甲硝唑氯己定洗剂
指骨骨折,生三七散
鼻鼽,头孢氨苄胶囊
铋中毒,布美他尼片
丛集性头痛,阿司匹林片
侵蚀性葡萄胎,注射用甲氨蝶呤
良性前列腺增生,盐酸特拉唑嗪胶囊
小儿肾上腺皮质功能不全,醋酸氢化可的松片
乙状窦血栓性静脉炎,脉络舒通颗粒
玻璃体积血,卵磷脂络合碘胶囊
脊柱关节炎,骨刺片
手术后和创伤后肺炎,头孢氨苄胶囊
小儿铅中毒,维生素C片
唇癌,注射用盐酸平阳霉素
心气虚,宁心宝胶囊
小儿结节性脂膜炎,硫唑嘌呤片
肝炎病毒相关风湿病,清肝利胆胶囊
喉结核,异烟肼片
血色病,注射用胞磷胆碱钠肌苷
青少年牙周炎,丁硼乳膏
鼻骨瘤,注射用盐酸平阳霉素
甲状腺功能亢进性骨矿疾病,丙硫氧嘧啶片
老年人脑血栓形成,灯盏花素片
小儿致心律失常性右室心肌病,烟酰胺注射液
组织胞浆菌病,氟康唑胶囊
牙瘤,注射用盐酸平阳霉素
鼻中隔血肿及脓肿,消炎片
瘀证,维生素C咀嚼片
猪带绦虫病,吡喹酮片
小儿肢端肥大症和垂体性巨人症,醋酸奥曲肽注射液
桡骨干骨折,骨肽片
肾皮质化脓性感染,结石通茶
结肠扭转,阿托品异丙嗪注射液
复发性风湿病,追风药酒
疫黄,二十五味松石丸
踝关节骨折,舒筋活血片
运动障碍疾病,盐酸苯海索片
脊椎结核并发截瘫,异烟肼片
汗证,阿胶牡蛎口服液
心肌缺血,康尔心胶囊
视神经疾病,眼氨肽注射液
精索静脉曲张,十六味马蔺子丸
耵聍栓塞,氨苄西林胶囊
疫斑热,藻酸双酯钠片
纯红细胞再生障碍,复方皂矾丸
库鲁病,诺氟沙星胶囊
骨旁骨肉瘤,转移因子口服溶液
特发性癫痫综合征,白金丸
卵巢硬化性间质瘤,醋酸甲地孕酮分散片
老年人结肠憩室,颠茄片
颅中窝脑膜瘤,注射用香菇多糖
胆固醇肺炎,头孢氨苄胶囊
原发性小肠淋巴管扩张症,盐酸左氧氟沙星胶囊
胆道感染,盐酸左氧氟沙星胶囊
口腔结核性溃疡,丁硼乳膏
镰刀菌病,乳酸左氧氟沙星片
血虚眩晕,当归片
脑发育不良,盐酸乙哌立松颗粒
下颌下隙感染,红霉素肠溶片
小儿幽门螺杆菌感染,盐酸小檗碱片
伏梁,藿香正气丸
毒性结节性甲状腺肿,左甲状腺素钠片
老年人泌尿系统感染,乳酸左氧氟沙星片
甲状腺功能亢进症的肾损害,硫唑嘌呤片
单纯性甲状腺肿,夏枯草膏
增殖型天疱疮,醋酸泼尼松龙片
溶血性黄疸,人血白蛋白
小儿X-连锁淋巴组织增生性疾病,脾氨肽口服冻干粉
水肿,氢氯噻嗪片
肾肿瘤,注射用硫酸长春新碱
急性心肌梗死,赖诺普利片
前庭大腺脓肿,高锰酸钾外用片
口角炎,硝酸咪康唑乳膏
科罗拉多蜱热,咪康唑氯倍他索乳膏
色斑,调经养颜片
小儿过敏性支气管炎,喷托维林氯化铵糖浆
鼠咬伤,四环素片
视神经疾病,乙酰唑胺片
原发性胆汁性肝硬化,硫唑嘌呤片
过敏性紫癜肾炎,呋塞米注射液
腱鞘囊肿,复方倍他米松注射液
胎热,安胎丸
成人脐疝,十香丸
尿道黏膜脱垂,盐酸黄酮哌酯片
肝腺瘤,康莱特注射液
高镁血症,硫唑嘌呤片
扩张孔,头孢氨苄胶囊
更年期综合征,谷维素片
渗出性多形红斑,三乙醇胺乳膏
妊高征,地巴唑片
外伤性硬脑膜下积液,吡拉西坦片
骨囊肿,注射用氨磷汀
色盲,复方樟柳碱注射液
副银屑病,丙酸氯倍他索乳膏
小儿嘌呤核苷酸磷酸化酶缺乏,胸腺肽肠溶片
阴茎结核疹,甲硝唑凝胶
胆管良性狭窄,消炎利胆片
家族性抗维生素D佝偻病,胆维丁乳
胎粪性便秘,地塞米松磷酸钠注射液
蝶骨脑膜瘤的眼眶病变,苦参碱氯化钠注射液
多发性斑状色素沉着症,氯雷他定胶囊
色素性紫癜性苔藓样皮病,无极膏
糜烂性胃炎,姜颗粒
老年人黏液性瓣膜病,琥乙红霉素颗粒
慢性肉芽肿病,注射用甲氨蝶呤
早泄,补肾斑龙片
药物性耳聋,龙胆泻肝丸
节段性透明性血管炎,醋酸泼尼松片
白细胞减少症,参芪十一味颗粒
合成树脂皮炎,咪康唑氯倍他索乳膏
硬斑,排毒养颜片
小儿椎管内肿瘤,强力康颗粒
寒滞肝脉证,阿司匹林肠溶胶囊
急性淋巴结炎,阿莫西林克拉维酸钾(4:1)分散片
闭经,黄体酮胶囊
浓缩胆汁综合征,云芝肝泰颗粒
梅克尔细胞癌,注射用盐酸平阳霉素
副霍乱,盐酸美他环素片
小儿原发性甲状旁腺功能亢进症,丙硫氧嘧啶片
慢性阿米巴性痢疾,红霉素肠溶胶囊
滑脱性肋骨综合征,跌打丸
军团病,克拉霉素分散片
幼儿急疹,皮肤病血毒丸
老年人心脏猝死,赖诺普利片
放射性周围神经病,甲钴胺分散片
先天性耳聋,龙胆泻肝片
颈椎小关节创伤性退变性关节炎,阿司匹林肠溶胶囊
外阴疖病,麦迪霉素片
尿道综合征,乳酸左氧氟沙星片
小儿食物变态反应,乳酸菌素片
外阴丹毒,阿奇霉素片
心肌梗死后心包炎,硬脂酸红霉素片
并发症白内障,调元大补二十五味汤散
非01霍乱弧菌肠炎,乳酸左氧氟沙星片
梗阻性尿路疾病,甲硫酸新斯的明注射液
阴道囊肿,高锰酸钾外用片
小儿先天性光敏感性卟啉症,倍他胡萝卜素胶囊
利斯特菌脑膜炎,氟康唑胶囊
霍奇金淋巴瘤,苯丁酸氮芥片
股骨颈骨折,骨肽片
小儿神经白塞综合征,雷公藤多甙片
肉芽肿性唇炎,核黄素磷酸钠注射液
其他类精神活性物质依赖,盐酸安非他酮缓释片
小儿结核性脑膜炎,异烟肼片
钩虫性十二指肠炎综合征,陈香露白露片
新生儿水肿,盐酸甲氯芬酯胶囊
萎缩性毛周角化病,维A酸乳膏
加速性室性自主心律,降脂宁颗粒
异色性虹膜睫状体炎,复方硫酸新霉素滴眼液
结缔组织增生性毛发上皮瘤,醋酸泼尼松片
妄想症,复方吡拉西坦脑蛋白水解物片
瘢痕疙瘩,积雪苷霜软膏
遗传性血色病,注射用胞磷胆碱钠肌苷
眼内转移性肿瘤,复方阿胶补血膏
肾性水肿,肾炎四味胶囊
输尿管炎,乳酸左氧氟沙星片
围术期伴发的精神障碍,奋乃静片
乳房外湿疹样癌,转移因子口服溶液
皮肤纤毛囊肿,麦迪霉素片
肾髓质坏死,氢氯噻嗪片
痒性紫癜,维生素C片
慢性筛窦炎,阿奇霉素分散片
全身性红斑狼疮,胸腺肽肠溶片
昏厥,归脾合剂
额叶癫痫,普瑞巴林胶囊
流产,黄体酮胶囊
混合型肾小管性酸中毒,甘露醇注射液
小儿脑性瘫痪,巴氯芬片
睡眠-觉醒节律障碍,戊酸雌二醇片/雌二醇环丙孕酮片复合包装
工业中毒所致的精神障碍,布美他尼片
肌萎缩侧索硬化症,盐酸乙哌立松片
传染性单核细胞增多,红霉素肠溶胶囊
脂性渐进性坏死,积雪苷霜软膏
水肿,螺内酯片
血清抗精子抗体阳性之不孕症,调经促孕丸
创伤性肩关节后脱位,灵仙跌打片
尿道肉阜,盐酸左氧氟沙星胶囊
肾旋转异常,乌兰三味汤散
肥大性龈炎,一清颗粒
胆道结石,逍遥丸
小儿色素沉着息肉综合征,羟基脲片
网膜囊肿,注射用硫酸长春新碱
肱骨远端全骨骺分离,小儿四维葡钙颗粒
点状骨骺发育异常,三磷酸腺苷二钠片
脾约,便秘通软膏
肾结核对侧肾积水,净石灵胶囊
痿证,溴吡斯的明片
睾丸炎,乳酸左氧氟沙星片
良性纤维组织细胞瘤,强力康颗粒
多发性骨髓瘤,鲑降钙素注射液
系统性血管炎所致神经损害,醋酸泼尼松片
真菌性巩膜炎,双氯芬酸钠滴眼液
枕大神经痛,天麻素胶囊
镍及其化合物引起的皮肤病,复方曲安奈德乳膏
老年人重症肌无力,溴吡斯的明片
小儿维生素E缺乏病,维生素B6片
老年人骨质疏松,三维葡磷钙咀嚼片
淋巴管瘤,复方斑蝥胶囊
小儿渗出性多形性红斑,甲泼尼龙片
蔬菜皮炎,复方珍珠暗疮胶囊
小儿结节性多动脉炎,醋酸地塞米松片
视神经胶质瘤,替莫唑胺胶囊
食管异位组织,整蛋白型肠内营养剂(粉剂)
眼眶淋巴管瘤,复方阿胶补血膏
泡性角结膜炎,一清颗粒
甲流,盐酸金刚烷胺片
食管平滑肌瘤,氟尿嘧啶注射液
热性荨麻疹,氯雷他定片
眼眶静脉性血管瘤,复方阿胶补血膏
反社会人格障碍,氯氮平片
蜘蛛咬伤,风油精
小儿自律性房性心动过速,烟酰胺注射液
妊娠热病,千金保孕丸
小儿梅克尔憩室,聚卡波非钙片
胸、腰椎椎体单纯性、楔形压缩骨折,接骨续筋片
老年人脑血栓形成,曲克芦丁片
小儿遗传性口形细胞增多症,维生素E软胶囊
外痔,醋酸氯己定痔疮栓
胎膜早破,盐酸利托君注射液
老年人肥胖症,奥利司他片
脑结核瘤,异烟肼片
进食障碍,复方胃蛋白酶颗粒
肾血管性高血压,马来酸依那普利片
支气管发育不全,维生素E软胶囊
小儿肝豆状核变性,注射用二巯丁二钠
颏下间隙感染,红霉素肠溶片
溴中毒,十一味金色丸
血管运动性鼻炎,盐酸异丙嗪片
甲状腺功能亢进性心肌病,硫唑嘌呤片
老年人痛风,阿司匹林片
蕈样真菌病,丙酸氯倍他索乳膏
迪厄拉富瓦病,经血宁胶囊
继发性高血压,清脑降压胶囊
椎体爆裂骨折,阿仑膦酸钠片
双眼上斜肌麻痹,维生素A棕榈酸酯眼用凝胶
先天性肝内胆管囊状扩张症,盐酸左氧氟沙星胶囊
片吸虫病,吡喹酮片
荚膜组织胞浆菌病,伊曲康唑胶囊
躁狂抑郁症,盐酸舍曲林片
精神活性物质所致精神障碍,谷维素片
纵隔囊肿,平消片
淤胆型肝炎,茵栀黄软胶囊
疟疾,磷酸氯喹片
肌张力异常,硫唑嘌呤片
苔藓样结核疹,乳酸左氧氟沙星片
原发性十二指肠恶性淋巴瘤,复方斑蝥胶囊
梅核气,阿奇霉素片
糖尿病性周围神经病,硫辛酸片
肺癌脑转移,转移因子口服溶液
子宫内膜间质肉瘤,平消片
小儿假膜性肠炎,复合乳酸菌胶囊
反社会人格障碍(病态人格),盐酸氟西汀胶囊
小儿磷酸酶过少症,静注人免疫球蛋白(pH4)
皮肤利什曼病,麦迪霉素片
听小骨创伤,龙胆泻肝丸
小儿多动症,地牡宁神口服液
唇病,四维他胶囊
结节性多动脉炎性巩膜炎,双氯芬酸钠滴眼液
小儿流感病毒肺炎,肺力咳合剂
小儿多发性内分泌腺瘤Ⅱ型,对氨基水杨酸钙片
呼吸肌疲劳症,尼可刹米注射液
表皮囊肿,注射用盐酸平阳霉素
卵巢功能缺如综合征,坤泰胶囊
乳腺囊性增生病,乳宁片
老年人扩张型心肌病,三磷酸腺苷二钠注射液
原发性共同性内斜视,注射用A型肉毒毒素
静脉炎,地奥司明片
血瘤,注射用盐酸平阳霉素
多发性末梢神经炎,呋喃硫胺片
曲霉病,伊曲康唑胶囊
儿童遗粪症,吡拉西坦胶囊
尿道与阴茎结核,异烟肼片
月经过多,益母草颗粒
肛管直肠周围脓肿,左氧氟沙星片
猛兽伤,风油精
弱智,吡拉西坦片
胃肠疾病,诺氟沙星胶囊
肾皮质脓肿,盐酸屈他维林片
肱骨内髁骨折,骨肽片
慢性细菌性前列腺炎,盐酸左氧氟沙星胶囊
肠系膜静脉血栓形成,地奥司明片
肾动脉闭塞,盐酸沙格雷酯片
浅表性胃炎,胶体果胶铋胶囊
小儿内脏幼虫移行症,吡喹酮片
肛门直肠周围脓肿,盐酸左氧氟沙星胶囊
黄斑变性,杞菊地黄丸
延迟性应激反应,盐酸度洛西汀肠溶胶囊
距骨后外结节骨折,骨肽片
颅底肿瘤,注射用盐酸博来霉素
内脏利什曼病,清开灵注射液
腰部慢性劳损,布洛芬片
帕金森病,盐酸司来吉兰片
婴儿青铜综合征,黄柏胶囊
运动性闭经,止痛化癥片
代谢性酸中毒,肠泰合剂
小棘苔藓,甲硝唑凝胶
疾病恐怖,盐酸帕罗西汀片
颅骨骨瘤,强力康颗粒
甲状腺舌管囊肿与瘘,五海瘿瘤丸
高脂蛋白血症Ⅳ型,蜂胶片
老年人大肠肿瘤,氟尿嘧啶植入剂
新生儿佝偻病,胆维丁乳
小儿α1-抗胰蛋白酶缺乏症,脾氨肽口服冻干粉
低血压,天王补心丸
心包肿瘤,强力康颗粒
脊椎骨质增生,抗骨质增生丸
麻风性周围神经病,利福喷丁胶囊
石棉状糠疹,头孢氨苄胶囊
老年人播散性血管内凝血,肝素钠注射液
肺原发性结核性复征,蛇胆川贝液
咽肌麻痹,甲钴胺胶囊
垂体前叶机能减退症,十一酸睾酮胶丸
内分泌性眼球突出,抑亢丸
特发性葡萄膜大脑炎,环孢素软胶囊
蝶窦恶性肿瘤,注射用盐酸平阳霉素
颞下颌关节病,鱼肝油酸钠注射液
甲状腺相关眼病,对氨基水杨酸钙片
产力异常性难产,保胎无忧胶囊
闭经性头痛,牛黄解毒丸
眼外肌猪囊尾蚴病,阿苯达唑片
臀位难产,保胎无忧片
纤维肌痛综合征,痹祺胶囊
致死性家族性失眠症,血府逐瘀丸
老年人糖尿病性心脏病,盐酸二甲双胍片
肱骨髁上骨折,复方氨基酸胶囊(8-11)
寒湿泄泻,藿香正气片
尿失禁,酒石酸托特罗定片
老年人假膜性小肠结肠炎,柳氮磺吡啶栓
环状红斑,注射用甲泼尼龙琥珀酸钠
脂质沉积性肌病,溴吡斯的明片
肩关节脱位,跳骨片
寒滞肝脉证,调经止痛胶囊
跟骨骨刺综合征,抗骨质增生丸
尿布疹,止痒消炎水
黑头粉刺痣,参皇乳膏
小脑梗塞,灯银脑通胶囊
塞泽里综合征,苯丁酸氮芥片
米氏链球菌肺炎,盐酸左氧氟沙星胶囊
颈肋综合征,氨糖美辛肠溶片
Ⅳ型超敏反应性疾病,氯雷他定糖浆
急性杂合性白血病,乌苯美司胶囊
女性尿道癌,注射用重组人白介素-2(Ⅰ)
尿路真菌感染,盐酸左氧氟沙星胶囊
缺血性多形性室性心动过速,宁心宝胶囊
股外侧皮神经炎,咪康唑氯倍他索乳膏
眼病,拉坦前列素滴眼液
脑外伤,吡拉西坦片
椎体骨软骨病,小儿四维葡钙颗粒
板层状鱼鳞病,复方乳酸乳膏
小儿先天性高氨血症,地塞米松磷酸钠注射液
