start,end
卵巢恶性腹膜间皮瘤,鸡内金
卵巢透明细胞肿瘤,葵花子仁
小儿生殖细胞瘤,腰果
鱼胆中毒,葵花子仁
无色性色素失调症,鸡蛋
血管内乳头状血管内皮细胞瘤,鹌鹑蛋
鼓室硬化症,松子仁
老年人低钙血症,芝麻
肾虚眩晕,鸡肉
假性黑棘皮病,葵花子仁
梅杰综合症,油菜
小儿急性肠系膜淋巴结炎,鸭蛋
克罗恩病关节炎,乌骨鸡
妇科综合,鸡心
性病,芝麻
消化不良,黑豆
卵巢早衰,南瓜子仁
老年人缺铁性贫血,白果（鲜）
圆锥角膜,白果（干）
后天性动静脉瘘,栗子（熟）
气秘,鸡蛋
子痫,鸡肉
甲状旁腺功能减退性心肌病,绿豆
大泡性角膜病变,鸡蛋黄
老年人急性感染后肾炎,鸡内金
腹股沟斜疝,豆腐
亚健康,鹅肉
蓝色橡皮泡痣综合症,葵花子仁
女性性高潮障碍,芝麻
呼吸性酸中毒,鹅肉
丘脑下部损伤,杏仁
癫痫伴发的精神障碍,栗子（熟）
色素痣,莲子
丘疹性荨麻疹,赤砂糖
脑梗死,鸭翅
胃急性扩张,鸡肝
妊娠合并梅毒,鹅肉
排卵期出血,山药
肾皮质脓肿,南瓜子仁
皮样囊肿,鹿肉
先天性肺动静脉瘘,鸡肉
泥螺-日光性皮炎,鸡血
肢骨纹状肥大,鸽蛋
眼球破裂伤,栗子（鲜）
偏瘫,腰果
乳头状囊腺瘤,薇菜
黄曲霉素中毒,腰果
获得性免疫缺陷综合征,鸡蛋
反应性关节炎,南瓜子仁
冲动型人格障碍,鸡心
焦油性黑变病,芝麻
经腹会阴直肠癌根治术后盆底腹膜疝,绿豆
网状细胞肉瘤,鸡蛋黄
泌尿生殖系阿米巴病,栗子（鲜）
鼻结核,燕麦片
甲醛中毒,苹果
滑膜炎,鸡蛋
阿-斯综合征,花生
闭合性气胸,白果（鲜）
口腔粘膜病,腰果
外阴-阴道-牙龈综合征,芝麻
阿米巴病肠穿孔,菠菜
小儿过敏性支气管炎,绿豆
腹部大血管损伤,核桃
充血性脾肿大,鸭血(白鸭)
蚕蚀性角膜溃疡,葵花子仁
先天性肝内胆管囊状扩张症,鸡肉
小儿抽动秽语综合征,栗子（熟）
脑性瘫痪,鸭肝
遗传性椭圆形红细胞增多症,鸡蛋
肺转移性肿瘤,鸡蛋
赤膜下垂,鸡蛋
肾盂肾炎,松子仁
小儿急性化脓性关节炎,黄豆粉
慢脾风,鸡蛋黄
男科病,红葡萄酒
急性出血性坏死性肠炎,芝麻
年龄相关性白内障,腰果
颈椎单侧及双侧小关节脱位,黄豆粉
颞下颌关节强直,鸡肉
间歇性外斜视,花生
线粒体脑肌病,鸽蛋
支气管肺炎,鹿肉
直肠脱垂直肠壁内疝,芝麻
砷化氢引起的溶血性贫血,芝麻
溃疡性直肠炎,鸡蛋清
蛔虫性肠梗阻,薇菜
小儿红白血病,白果（鲜）
物理性皮肤病,花生
眶下间隙感染,乌骨鸡
小儿肠病性肢端皮炎,莲子
子宫内膜异位,鸡蛋
原位癌,杏仁
神经系统先天性疾病,鹌鹑蛋
急性腹型-高脂血症综合征,葵花子仁
过敏性肺炎,葵花子仁
小儿神经白塞综合征,南瓜子仁
天花,鸡蛋
直立性低血压,葵花子仁
间充质软骨肉瘤,腰果
卵巢纤维瘤病,鸡内金
尿道肉阜,鸡肉
戒酒综合征,绿豆
热性嗜中性白细胞皮肤病,鸽蛋
一氧化碳中毒,鹿肉
盘状红斑狼疮,芝麻
风寒感冒,鸡肉
寰椎骨折脱位,白果（干）
先天性耳聋,核桃
宫颈复发癌,芝麻
脊椎椎弓峡部裂,鸽蛋
彼得异常,芝麻
胆道运动功能障碍综合征,腰果
前庭大腺囊肿,赤砂糖
小儿α1-抗胰蛋白酶缺乏症,鸡肉
职业性皮肤癌,鸡蛋
口腔尖锐湿疣,鸡心
斑状萎缩,莲子
小儿肾性氨基酸尿症,花生
单纯性甲状腺肿,鹅肉
急性结石性胆囊炎,绿豆
鳃裂瘘管,鸡蛋
丧偶后适应性障碍,鹅肉
阴道壁息肉,鸡蛋
骨旁骨肉瘤,芝麻
外伤性乳房血肿,牛奶
急性出血坏死型胰腺炎,绿豆
狐惑,鸭蛋
中老年男子部分性雄激素缺乏综合征,鸡肝
多发性大动脉炎,松子仁
股骨大粗隆结核,鸡蛋
四肢血栓性浅静脉炎,南瓜子仁
变形杆菌食物中毒,鹿肉
花斑癣,鸭肉
食管外压和牵拉,黑豆
倒经,鸡蛋
早孕反应,鹌鹑蛋
阵发性室上性心动过速,南瓜子仁
中老年男子部分性雄激素缺乏综合征,鸡肉
坐骨疝,核桃
牙髓病,鸡肉
继发性化脓性腹膜炎,松子仁
创伤性窒息,黑豆
眼烧伤,鸡蛋
解脲支原体感染,白果（干）
急性胆管炎,鸡心
系统性血管炎,核桃
性冷淡,鸡肝
血管病,鸡心
并发症白内障,核桃
小儿龋病,核桃
穿透性心脏外伤,南瓜子仁
睑外翻,甜杏仁
萎缩性咽炎,鸭蛋
性冷淡,鸡肉
梅勒尼坏疽,薇菜
小儿单纯性甲状腺肿,腰果
妊娠性哮喘,鸡蛋
外伤后颅内积气,松子仁
登革热,鸡蛋
创伤性肘关节炎,鸡蛋
肠道短路关节炎皮炎综合征,鸡肉
听神经瘤,南瓜子仁
小儿过敏性支气管炎,豆浆
假性动脉瘤,鸡蛋
牛皮癣,鹿肉
腓骨肌萎缩症,鸽肉
牙斑,南瓜子仁
少枝胶质细胞瘤及间变少枝胶质细胞瘤,花生
小肠肿瘤,腰果
寻常性鱼鳞病,鸡肉
月骨脱位,鸽肉
早孕反应,鸡肉
萎缩性胃炎,青豆
梅毒,鸡心
老年人食管癌,鸡肉
脊髓型颈椎病,南瓜子仁
鼻硬结病,芝麻
创伤性鼻中隔穿孔,薇菜
病毒性上呼吸道感染,鹌鹑蛋
细菌性阴道病,鸡肉
外伤后颅内积气,葵花子仁
外阴平滑肌肉瘤,乌骨鸡
中风,芝麻
包涵体肌炎,芝麻
旅行者腹泻,黑豆
麦收皮炎,鸡蛋
颜面部疖痈,花生
老年人类风湿性关节炎,鸡内金
小儿抽动症,鸭血(白鸭)
成人痒疹,鸭翅
泛细支气管炎,菜花
原卟啉病,南瓜子仁
农药中毒所致的精神障碍,鸡蛋
痉病,鸡蛋
老年人多器官功能衰竭,芝麻
急性阴道炎,油菜
上隐斜,蜂蜜
弥漫性空回肠溃疡,鸡血
肺疝,黑豆
特发性黄斑部前膜,鸡蛋
面肌瘫痪,花生
骨纤维异常增殖症,赤小豆
磨牙,鸡蛋
产后虚脱,鸭翅
早搏,芝麻
组织细胞增殖症,腰果
小儿急性肠系膜淋巴结炎,鸡蛋
下肢动脉硬化闭塞症,腰果
淋菌性肛门直肠炎,鸡心
肾石症,芝麻
儿童学习能力障碍,鸭肉
肠系膜上静脉血栓形成,腰果
急性腰背部扭伤,鸡蛋
妊娠合并硬皮病,鹅
胸主动脉夹层动脉瘤,杏仁
髌骨不稳定,乌龟
痱子,花生
肺原发性结核性复征,豆腐
功血,鸭肝
银屑病关节炎及其伴发的葡萄膜炎,鸡肉
脊椎病,莲子
小儿肥厚型心肌病,鸭翅
泌尿系结石,鸡蛋
镰状细胞贫血眼部病变,芝麻
肛门失禁,南瓜子仁
外阴炎,松子（炒）
羊痘,莲子
CD30阳性皮肤T细胞淋巴瘤,莲子
小儿癫痫,鸡爪
智能障碍,鸡肉
变异型心绞痛,青豆
立克次体病,白果（鲜）
股骨转子间骨折,带鱼
小叶增生,绿豆芽
淋巴癌,鸡心
脊椎炎,鸡肝
淋球菌性结膜炎,腰果
颅骨骨膜窦,芝麻
鼻骨骨折,麦芽糖
败血症肾损害,鸡蛋
老年人骨质疏松,葵花子仁
直肠阴道瘘,鸭肝
先天性卵巢发育不全,芝麻
单侧肺气肿,蜂蜜
泌尿生殖系真菌病,栗子（鲜）
肩胛颈及肩胛盂骨折,鸡蛋
异位胰腺,鸡蛋
第1跖趾骨关节炎,鸭蛋
胆囊胆固醇沉着症,鸡蛋清
内分泌性肌病,鸡血
扁平苔藓,鸡蛋
阿米巴结肠炎,南瓜子仁
言语和语言发育障碍,芝麻
蹄铁形肾,鸭肉
阵发性室性心动过速,南瓜子仁
急性肝病,苹果
胫腓骨干骨折,葵花子仁
斑状白化病,莲子
中毒性坏死性表皮松解型药疹,鸭肝
银屑病关节炎,葵花子仁
过敏性紫癜,鹅肉
青少年牙周炎,桃仁
产后虚脱,鸭肉
尿毒症昏迷,鸡蛋
摩擦性苔藓样疹,鸡血
老年人肺结核病,莲子
外耳道乳头状瘤,葵花子仁
妊娠疱疹,赤砂糖
毛状白斑,葵花子仁
皮炎芽生菌,鸭蛋
手部屈指肌腱损伤,花生
小儿睾丸扭转,芝麻
创伤性休克,莲子
海绵体血管瘤,大豆
动脉阻塞或狭窄视网膜病变,南瓜子仁
巨膀胱-小结肠-肠蠕动不良综合征,鹿肉
六瘤,腰果
黄斑囊样水肿,鸡肝
胞痹,鸡蛋
小儿精神发育迟缓,青豆
阴道良性肿瘤,豆腐
纤维化综合征,花生
小儿尿石症,芝麻
紫外线伤,白果（干）
自闭症,鸡肉
椎管狭窄,鸭蛋
淀粉样变病,腰果
梭状芽胞杆菌伤口感染,南瓜子仁
羊水栓塞,莲子
小儿骶尾部畸胎瘤,绿豆
先天性红细胞生成异常性贫血,鸡肉
口腔黏膜白斑,南瓜子仁
红细胞生成性卟啉病,黑豆
继发于无晶状体眼和人工晶状体眼的青光眼,薇菜
变形杆菌肺炎,莲子
肉毒中毒,莲子
乳头状汗腺腺瘤,鹌鹑蛋
脉络膜血管瘤,鸡内金
外伤性脑脊液漏,鸭肝
炭疽病,鲢鱼
帕金森病性痴呆,芝麻
外阴白化病,杏仁
先天性小喉,鸡蛋
铜绿假单胞菌性角膜炎,鸡肉
肝源性肾损害,葵花子仁
心肌缺血,鸡爪
妊娠期肝血肿及破裂,鸡蛋
小儿颅脑损伤,南瓜子仁
乙状结肠间疝,鸽肉
浸淫疮,鸡肉
急性肾盂肾炎,鸡蛋
心肾不交,鸭蛋
甲状舌骨囊肿与瘘,莲子
丙型病毒性肝炎,鹿肉
下尺桡关节脱位,鸡肉
脑炎后遗症,葵花子仁
皮肌炎,鸭翅
眶蜂窝织炎,杏仁
恶性雀斑样痣,芝麻
急性化脓性胆管炎,鹿肉
胃急性扩张,鸭肝
尿毒症,栗子（熟）
外阴纤维瘤,芝麻
外伤性脑脊液漏,鸭肉
过强反射性鼻炎,松子仁
良性脑瘤,南瓜
脊柱、脊髓损伤,白果（干）
老年性耳聋,芝麻
血胸,葵花子仁
小儿先天性面肌双瘫综合征,黄豆粉
小儿急性呼吸窘迫综合征,芝麻
化脓性甲沟炎,芝麻
甲状腺弥漫性病变,油菜
胆固醇肺炎,核桃
无机磷中毒,鸡肉
呼吸性碱中毒,鹿肉
颞间隙感染,鹿肉
乙脑伴发的精神障碍,白果（鲜）
颅内低压性头痛,鸭肝
闭合性颅脑损伤,芝麻
躯体感觉障碍,花生
卵巢成熟畸胎瘤,芝麻
妊娠合并巨幼红细胞性贫血,鹌鹑蛋
活动盲肠综合征,栗子（熟）
宫颈外翻,鹅肉
小儿系统性红斑狼疮,西瓜子仁
再生障碍性贫血,芝麻
钡中毒,葵花子仁
肩袖损伤,黑豆
棘突骨折,芝麻
淀粉样变病的胃肠道表现,蜂蜜
阴茎珍珠疹,空心菜
面部肉芽肿,鹌鹑蛋
Reis-Bucklers角膜营养不良,鹌鹑蛋
唇裂,葵花子仁
产后虚脱,鸡肉
乳头状小汗腺腺瘤,腰果
干酪性鼻炎,鸡肉
先天性主动脉弓畸形,莲子
溃疡病急性穿孔,鸡蛋
小儿弱视,鸡肝
心肌梗死后心包炎,腰果
胆囊囊肿,大白菜(青口)
淋巴瘤样肉芽肿,鸡肉
外伤后颈内动脉闭塞,核桃
老年人糖尿病,鸡内金
肥大性龈炎,鸭翅
职业性皮肤癌,鸭蛋
脊髓压迫症,芝麻
维生素D缺乏性佝偻病,薇菜
铜绿假单胞菌性角膜炎,鸭肉
春季结膜炎,核桃
小儿铅中毒,芝麻
肠系膜血管缺血性疾病,鹿肉
弥漫性空回肠溃疡,薇菜
二尖瓣关闭不全,栗子（熟）
反应性关节炎,鸡肉
脊柱疾病,鹅肉
头皮痣,豆腐
子宫内膜异位,红葡萄酒
小儿色素荨麻疹,腰果
药物性皮炎,鸡蛋
夹色伤寒,芝麻
病毒性肺炎,鸡肝
血卟啉病性周围神经病,南瓜子仁
截瘫,咸鸭蛋
中耳气压伤,鸡肉
颞间隙感染,乌骨鸡
肝胆湿热,鸡蛋
结节病性心肌病,豆腐脑
腘肌腱损伤,南瓜子仁
脓窠疮,鸭蛋
急性白血病,鹅肉
小儿先天性主动脉瓣狭窄,西瓜子仁
脉络膜脱离型视网膜脱离,鸡内金
卵巢两性母细胞瘤,南瓜子仁
骨的恶性纤维组织细胞瘤,杏仁
脓毒症和菌血症,鸡血
腹壁纤维肉瘤,黄豆粉
肠系膜上动脉栓塞,南瓜子仁
铜绿假单胞菌性角膜炎,鸭肝
坏疽性脓皮症,莲子
阿克森费尔德-里格尔综合征,莲子
重症肌无力危象,鸡蛋
小舞蹈病,鸡蛋
狂病,鸡肉
弥漫性血管内凝血,杏仁
胃肠湿热,赤小豆
缺血性肝炎,鹿肉
小儿锌缺乏症,腰果
糖原累积症,鹿肉
埃里希体病,鹿肉
萎缩性咽炎,鸡蛋
桡神经麻痹,蜂蜜
急性阑尾炎,栗子（熟）
病毒性结膜炎,鸡蛋
局灶性肾小球硬化症,芝麻
小儿麻痹症,白果（干）
结核性膀胱挛缩,绿豆
视网膜静脉周围炎,栗子（鲜）
发芽马铃薯中毒,葵花子仁
无痛性甲状腺炎,鹌鹑蛋
甲状旁腺骨营养不良,鸡肉
抗-HCVAg阳性,芝麻
小儿肺脓肿,南瓜子仁
狼疮性肾炎,花生
链球菌感染后的急性肾小球肾炎,芝麻
骨的原发性淋巴瘤,鸡肉
肛门外伤,葵花子仁
口臭,芝麻
褥疮,鸽肉
流痰,鸡蛋
膀胱损伤,白果（干）
基底细胞癌,莲子
急性心包炎,栗子（鲜）
咽异感症,白果（鲜）
沙眼,鸡肉
鼻窦鳞状细胞癌的眼部病变,黑芝麻
心包间皮瘤,腰果
脊柱侧凸,葵花子仁
老年休克,葵花子仁
结直肠损伤,腰果
心理疾病,鸡心
中毒性肾病,腰果
盆腔结缔组织炎,黑豆
红细胞生成性卟啉病,花生
脑炎,赤小豆
毒蛇咬伤,腰果
脑动静脉畸形,莲子
小儿急性髓样白血病,黑豆
腰椎结核,海虾
小儿发烧,毛豆
微血管病性溶血性贫血,绿豆
痴呆,鸭肝
急性膀胱炎,葵花子仁
向胸腰段脊髓供血的大根动脉缺血症候群,鸡蛋
绿脓杆菌性角膜溃疡,薇菜
放线菌病,鸡蛋
麻风,核桃
暴痢,鸡肉
颅底骨折,莲子
侧脑室肿瘤,葵花子仁
脑蛛网膜下腔出血,葵花子仁
乳腺增生,鹅肉
内分泌性肌病,鸡蛋
大肠平滑肌肉瘤,鸡蛋
脊柱脊髓伤,黑芝麻
妊娠合并肾病综合征,赤砂糖
拇指再造,葵花子仁
釉质发育不全,鹿肉
外源性过敏性肺泡炎,芝麻
小儿急性喉气管支气管炎,黄豆粉
十二指肠溃疡,鸭肝
肥大细胞白血病,鸡心
鸡眼,薇菜
面部偏侧萎缩,鹌鹑蛋
十二指肠溃疡,鸭肉
产后喘促,腰果
腹主动脉瘤,鸡心
宫颈糜烂,南瓜子仁
踝部急性韧带损伤,鸡蛋
非特异性阴道炎,芝麻
线状IgA大疱性皮肤病,鸽蛋
老年癌症病人的急性感染,葵花子仁
胆石症,葵花子仁
白睛溢血,鸡肉
细菌性角膜炎,花生
A链球菌群感染,绿豆面
手足癣,豆腐
风寒,小白菜
遗传性共济失调,葵花子仁
包涵囊肿,酸奶
先天性短结肠,鸡蛋
乳头状囊腺瘤,南瓜子仁
甲状腺功能亢进性肝病,青豆
缺血性多形性室性心动过速,鹌鹑蛋
小儿慢性淋巴细胞性甲状腺炎,绿豆
儿童学习能力障碍,鸡肉
苔藓样念珠状疹,鸡蛋
小儿急性阑尾炎,花生
肠道厌氧菌感染,白菜
胃、十二指肠溃疡出血,油菜
类丹毒,鸡内金
乳腺癌肉瘤,鹌鹑蛋
肩-手综合征,葵花子仁
恶性葡萄胎,鸡肉
不安腿综合征,莲子
肉瘿,鸡肉
食管梅毒,芝麻
乙状窦血栓性静脉炎,栗子（熟）
小儿遗尿,鸡肉
摩擦性苔藓样疹,鸡蛋
沙眼,鸭肝
小儿发育性髋脱位,鸡蛋
不动杆菌感染,核桃
成人T细胞白血病,蜂蜜
月经病,鹅肉
神经性肌强直,鸡翅
泌尿道肿瘤,葵花子仁
骶骨骨折,鸡心
蚕豆病,鸡蛋
马拉色菌病,葵花子仁
离位皮炎,腰果
黄体功能不全,芝麻
神经源性膀胱,南瓜子仁
创伤性窒息,葵花子仁
无痛性甲状腺炎,腰果
腰椎病,鸡肉
甲状舌管囊肿与鳃裂囊肿,鸡肉
白细胞减少症和粒细胞缺乏症,南瓜子仁
表皮内嗜中性IgA皮肤病,花生
坏死性肠炎,芹菜叶
诺瓦克病毒性胃肠炎,芝麻
肥大性龈炎,鸭蛋
金属引起的口腔黏膜疾病,绿豆
萎缩性胃炎,白果（鲜）
小儿心房扑动,南瓜子仁
腹部肿块,鸡心
体温过低,鸽蛋
甲营养不良,鸡肉
久疟,鸡心
鳃裂瘘管,鸭翅
眼结石,白菜
颈椎病,松子仁
更年期综合征,葵花子仁
习惯性流产,松子仁
尿道炎,鸡肉
虚寒泄泻,鸭蛋
丁型病毒性肝炎,葵花子仁
念珠菌阴道炎,鸡肉
关节脱位,薇菜
皮肌炎,鸡蛋
血管运动性鼻炎,鹿肉
硬皮病,黑豆
毛囊漏斗肿瘤,葵花子仁
结核性胸膜炎,鸡
硬脊膜下脓肿,鸡蛋
急性感染性心内膜炎,鸭肉
小儿获得性免疫缺陷综合征肾病,杏仁
外伤性颈内动脉海绵窦瘘,鸡肉
下焦湿热,腰果
小儿单纯肺动脉口狭窄,腰果
老年大便失禁,蜂蜜
高渗性非酮症糖尿病昏迷,腰果
光感型药疹,鸡肉
重金属中毒性肾病,芝麻
先天性再生障碍性贫血,鸡蛋
牙科病,鹅肉
苍耳中毒,白砂糖
气阴两虚,白萝卜
淋巴结-胆道综合征,鹿肉
垂体前叶机能减退症,杏仁
妊高征,葵花子仁
肾功能衰竭,鹅肉
鱼鳞病,芝麻
输卵管妊娠流产,鸡肝
脊索瘤,杏仁
骨血管内皮细胞瘤,蜂蜜
胃粘膜脱垂症,鹿肉
输卵管妊娠流产,鸡肉
马方综合征,鸡蛋
妊娠合并心房间隔缺损,鸡蛋
唇疱疹,鸭蛋
肛窦炎,南瓜子仁
变异型预激综合征,莲子
念珠菌性包皮龟头炎-测试,苹果
热哮,鸡肉
青少年牙周炎,乌骨鸡
尼曼-皮克病,鸡血
腹股沟滑动疝,腰果
放线菌病,鸡肉
结核性胸膜炎,鸭
鼻孢子虫病,白果（鲜）
特发性黄斑部前膜,鸡肉
上皮样肉瘤,鸡蛋黄
性功能障碍,鸡肉
念珠状红苔藓,鸡蛋
色素性紫癜性苔藓样皮病,鸡蛋
过敏性休克,鹌鹑蛋
泌尿生殖系阿米巴病,鸡血
胰腺癌,葵花子仁
弯曲菌肠炎,白果（鲜）
膝关节骨刺,大豆
小儿慢性肺炎,南瓜子仁
乙状结肠癌,豆腐
角膜病,花生
龟头炎,莲子
心脾两虚,鸡内金
呼吸道感染,松子仁
白塞病性巩膜炎,芝麻
直立性低血压,莲子
前列腺癌,青豆
经行流涎,鸡蛋
乙状结肠扭转,鸡
全身性念珠菌病,芝麻
混合痣,菜花
三尖瓣狭窄,莲子
冻僵,南瓜子仁
月骨脱位,薇菜
迪格奥尔格综合征,鸡蛋
老年急性白血病,鸡心
芽生菌病样脓皮病,乌骨鸡
膝外侧韧带损伤,鸡蛋
肠毛滴虫病,莲子
耳聋,白果（鲜）
膝关节退行性病变,牛奶
白血病性咽峡炎,鹅肉
肾损伤,葵花子仁
膝关节创伤性滑膜炎,葵花子仁
青年心肌梗死,鹌鹑蛋
风疹,芝麻
先天性巨细胞包涵体病,腰果
鼻中隔穿孔,葵花子仁
氨基酸代谢病,鸭血(白鸭)
铁尘肺,鸭肝
慢性乳头状溃疡性脓皮病,绿豆
先天性短结肠,鸽肉
结节病,芝麻
中耳气压伤,鸭翅
斑状萎缩,黑芝麻
创伤性心源性溶血性贫血,鸡蛋黄
子宫肌瘤,腰果
拟除虫菊类农药中毒,鸡心
赤脉贯布,鸡蛋
开放性手外伤,芝麻
休克,杏仁
铁尘肺,鸭肉
阴道鳞状上皮癌,鸡肉
下颌下隙感染,鸡蛋
小儿视神经胶质瘤,绿豆
先天性尺桡骨性连接,鸡蛋
肾动脉瘤,鸡蛋清
软骨发育异常,南瓜子仁
急性鼻炎,鸡肉
呼吸道异物,葵花子仁
厥证,芝麻
肩关节结核,葵花子仁
膀胱脱垂,芝麻
疟疾肾病,南瓜子仁
细菌感染,荸荠粉
妊娠合并心房间隔缺损,鹅
产碱杆菌肺炎,莲子
胃肠道癌皮肤转移,葵花子仁
腹股沟斜疝,草鱼
小儿隐睾症,腰果
肺出血－肾炎综合征,茭白
颞动脉炎,青豆
